Message,Status,Department
assalamu alaikum mohon maaf lahir batin sebelumnya saya warga dari desa slatri kecamatan larangan kabupaten brebes mungkin langsung saja ke poin pertanyaan saya apa betul pak perihal rab desa itu menjadi rahasia negara dan warga itu tidak boleh tau pak karena setiap ada sosialisasi sebelum pembangunanpun hanya dijelaskan secara lisan nilai total anggarannya tidak dijelaskan rincianya dalam hal keterbukaan mengenai keuangan desa jujur saja didesa kami kurang transparan lalu bgmn caranya jika warga menanyakan keuangan desa dana desa selalu saja tertutup rapat apa yg harus kami perbuat sebagai warga yg tidak punya payung hukum untuk berusaha membuka para mafia mafia uang rakyat mungkin itu saja pak yg bisa saya tanyakan dan sampaikan mohon maaf atas kesalahan dan kekurangannya dan saya ucapkan banyak terimakasih atas kebaikan dan responnya ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat malam saya ingin mengajukan kitap untuk suami saya tapi ditolak karena e ktp saya statusnya belum diubah menjadi kawin sedangkan blanko ktp selalu kosong saya harus bagaimana tanpa kitap suami saya tidak bisa tinggal di indonesia ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak gub ganjarpranowo waktu berkunjung ke desa cikeusal lor tdk sempat mengunjungi longsor di dusun cibogo cikeusal kidul sdh kritis pak idza priyanti dpusdatarujtg bpbdjateng bpbdbrebes ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kapan diberlakukan bpkb online pakgub ngurus mutasi brebes semarang harus balik minggu lagi mau pajek bayar aja susah amat yg simple knp dibuat ribet semoga jateng bisa tiru jabodetabek makasih pak gub,Selesai,badan pengelola pendapatan daerah
lagi tanggul jebol ketanggungan tergenang mas gubernur ganjar pranowo mungkin perlu dibuat tanggul permanen di kali babakan agar tidak terulang lagi mas juli eko nugroho tengok kami dong,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
untuk setiap kali posyandu yang diakadan desa apa harus membayar rb rupiah posyandu lansia atau balita soalnya di desa saya limbangan wetan di kenai biaya setiap posyandu balita atau lansia,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
masalah surat kwirtansi jual beli motor yang hilang sementara motor mau saya pindah nama kepemilikan,Selesai,badan pengelola pendapatan daerah
lapor posisi tanggul darurat kali babakan desa cikesal lor kec ketanggungan kab brebes kmrin sempet di tinjau ganjarpranowo dan kemenpu dpubmckjateng dpu brebes,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
saya tidak bisa daftar akun diwebsite layananonline dukcapil kemendagri go id dengan notifikasi bukan sebagai kepala keluarga padahal sudah jelas di kk pun saya adalah kepala keluarga mohon ditindaklanjuti,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
halo pak ganjarpranowo tanggul cisanggarung di wilayah brebes jebol lagi loh bikin banjir desa kalibuntu banjir,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
sungai anakan cisanggarung tanggul nya jebol lokasi di desa limbangan losari brebes pesisir utara ratusan hektar tanaman bawang terendam cc bpbdbrebes terjadi pendangkalan sungai harus di keruk dan di tinggikan tanggulnya cc pk gub ganjarpranowo,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjarpranowo itu yg jembatan layang dibumiayu kretek kok udah rusak aja ya jalan nya bergelombang gitu pak sudah ada yg lapor blm ya pak terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum lapor gub kami sebagai warga kecil ingin melapaorkan masalah renovasi tanggul yang jebol di lokasi desa limbangan dusun limbangsari sungai cisanggarung tanggul jebol sudah hari belum juga di perbaiki banyak para petani mengeluh karena tanggul belum juga di perbaiki tanggul jebol ini di sebabkan ada oknum yang menambang nya mohon bantuannya untuk pemerintah pusat jawa tengah,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak gubernur jalan provinsi di pasar kersana kab brebes rusak banyak lobang membahayakan pengguna jalan mohon untuk segera minimal ditambal dari bibit lobang terkecil jangan cuma yg besar saja dan yg kecil dibiarkan nanti cepat menjadi besar,Selesai,dinas pekerjaan umum bina marga cipta karya
bismillahi assalamu alaikum wr wb laporgub yth mas ganjarpranowo dpusdatarujtg bpsdapc pemkab brebes ini kndsi desaku minta dibuatkan pintu air permanen masalhnya udah brtahu n klo kali pemali luber bisa mengakibatkan brebes kota lumpuh krna banjir ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
jalan pantura perbatasan jawa tengah jawa barat tepatny losari brebes tolong pak cek mohon segera d perbaiki pak mnjelan puasa dn lebaran,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat pagi pak gubernur mau lapor jalan nasional rusak amblas hampir meter panjangnya blm ada tindak lanjut dinas terkait sudah di laporkan tapi blm ada respon malahan tambah parah pie iki pak gubernur lokasi tepat di jalan raya pagojengan setelah fo kretek yang rawan kecelakaan ,Selesai,dinas pekerjaan umum bina marga cipta karya
untuk pembayaran pajak online di aplikasi sakpole dengan aplikasi mobil banking mandiri kok di pilihan penyedia jasanya tidak ada e samsat jateng ya ,Selesai,badan pengelola pendapatan daerah
desa kertabesuki rt rw assalamualaikum wr wb bapak yang terhormat maaf dengan ini saya ingin bercerita sedikit tentang kegelisahan dan kesedihan yang sedang kami alami sekeluarga ini tentang kelanjutan proyek pembuatan jalingkut jalan lingkar utara di brebes yang saat ini sedang berjalan sedangkan posisi rumah kami dengan jembatan tidak ada jarak aman sama sekali dan ini membuat kami sekeluarga amat sangat terancam dan ketakutan kami mohon bantuan dari bapak terimakasih wassalamualaikum wr wb,Selesai,dinas pekerjaan umum bina marga cipta karya
jalan rusak di perempatan kersana dari arah selatan sudah sempat diperbaiki tapi rusak lagi mohon jangan ditambal doang ,Selesai,dinas pekerjaan umum bina marga cipta karya
suami saya pemegang kitap ingin mengajukan ktp wna penambahan nama suami di kk saya sudah menghubungi capil brebes dan ditolak karena kitap tersebut dikeluarkan oleh imigrasi tangerang domisili sekarang dan capil brebes hanya menerima kitap pemalang saya dan suami berdomisili di tangerang dan anak kami sekolah di paguyangan sesuai ktp zonasi sekolah kami harus bagaimana ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat siang pak mau tanya apakah anggaran desa yg untuk pembangunan bisa di alih fungsikan kepada pembagian masker gratis untuk desa masing per kepala sedangkan kita posisi di larang untuk berkerumun jadi pembangunan desa pun tidak bisa apakah bisa di alihkan dana itu terimakasih pak,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mohon solusi untuk kendaraan yg tidak ada ktp pemilik dan bpkb ada di leasing bagaimana pembayaran pajaknya kalau harus ada ktp asli pemilik saya pemilik tangan kedua tanya ke samsat brebes gak ada solusi apakah harus nembak lewat pegawai samsat atau polisi tolong pak gubernur inspektorat jawa tengah bisa kasih solusi terima kasih,Selesai,badan pengelola pendapatan daerah
terkait pencegahan virus corona yang dilakukan oleh pemerintah desa yang bagi saya kurang maksimal dan terkesan hanya pencitraan saja saya dari warga desa sigambir brebes ingin menanyakan bagaimana tugas warga masyakat dalam mengawasi dana pencegahan corona yang dilakukan desa apakah warga masyarakat berhak menanyakan laporan anggaran yang pemdes buat untuk kita termati dan kita awasi mohon panduannya pak ganjar agar saya tidak salah melangkah mengambil tindakan dan apakah ada payung hukumnya bagi masyarakat yang kritis terhadap desanya terkait penggunaan dana desa untuk pencegahan penyebaran virus corona terima kasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
yang terhormat gubernur jawa tengah pak ganjar pranowo pak saya mau mengajukan pengaduan untuk masalah pajak kendaraan saya saya dulu beli motor dr tangan kesatu pemilik pertama motor kendaraan yg saya beli jd saya pihak ke saya pernah menunggak pajak tahunan kendaraan motor saya selama x tp pas mau bayar pajak disamsat nomor kendaraan motor saya kena blok dr pihak samsat tanjung brebes bilang nanti klo mau bayar pajak dibuka lg tp harus bayar tambahan senilai rb buat buka blok nmr kendaraan motor saya pak terima kasih pak gubernur jawa tengah pak ganjar pranowo saya minta supaya motor kendaraan saya dibuka blok nmr kendaraan supaya nanti klo bayar pajak tidak dikenakan uang tambahan nomor motor saya g yj,Selesai,badan pengelola pendapatan daerah
kenapa saya bayar pajak motor scupy sekarang setelah saya berdebat jadi turun rbu turun rbu padahal tahun lalu kurang lbih rbu kata petugasnya memang peraturan sekarang seperti itu katanya ,Selesai,badan pengelola pendapatan daerah
selamat pagi pak ketua saya rudi saya sedih mendapatkan informasi bahwa perbatasan jawa tengah dan jawa barat telah terjadi longsor tepatnya di desa karangsambung kabupaten brebes kecamatan losari mohon bpk sebagai pemimpin jawa tengah menindak dengan tegas pada kabupaten untuk memperbaiki tanggul cisanggarung tersebut karena jika terjadinya banjir air semuanya masuk ke permukiman penduduk ini laporan yang ke kali,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum pak ganjar nama saya goya dani rianto dari brebes kota bumiayu desa bandung saya ingin tanya apakah mengganti nama ketika sma itu bisa bantu saya pak dari kecil saya sudah menjadi korban bullying karena nama saya jelek dan setiap saya masuk sekolah waktu smp ketika di absen saya selalu di bully dengan sebutan goyang do pr t jadi setiap absen sekolah saya kadang kadang menangis dan awal saya masuk sma pun sama selalu di bully yang membuat saya depresi dan stres hingga membuat saya tidak bisa berbicara bingung mau ngomong apa diam seribu bahasa dan pada waktu itu saya juga berfikiran untuk bunuh diri tolong pak bantu saya pak untuk menyelesaikan masalah ini dan saya selalu berfikaran untuk gantung diri terus walau pun entah kapan melakukannya saya mohon pak bantu saya sebelum saya mati bunuh diri terima kasih semoga bapak bisa membatu menyelesaikan masalah saya saya goya dani rianto yang ingin mengganti nama saya muhammad dani rianto alamat bumiayu desa bandung rt rw nomor rumah wassalamu alaikum wr wb,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
 laporgub jtg mohon di selidiki pak gub ini bahaya,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat siang pak gubernur saya kader pdi perjuangan ingin menindak lanjut tentang infrastruktur dan pju di desa karangsambung yang kini belum terrealisaikan mohon segera dilakukan karena ini menyangkut kepentingan masyarakat luas dan menyangkut nyawa karena daerah tersebut sering terjadi perampokkan dan kecelakaan karena jalan rusak dan penerangan tidak ada sama sekali wilayah tersebut adalah perbatasan jawa tengah dan jawa barat terimakasih salam perjuangan kita ada untuk masyarakat ,Selesai,dinas pekerjaan umum bina marga cipta karya
maaf mau tanya kalau pajak kendaraan emang harus punya ktp yg bersangkutan ya sy urus sendiri ga bisa ditolak tapi yg sy heran kl lewat biro jasa calo di sekitar samsat bisa beda nya apa itu sdh berlangsung lama di samsat tegal dan brebes ,Selesai,badan pengelola pendapatan daerah
pa gubernur saya mau tanya apakah program kia kartu identitas anak masal berbayar di desa saya di pungut biaya rp anak kalau memang geratis tolong di tegur perangkat desanya pa desa gunungkarang kecamatan salem kabupaten brebes terumakasih desa gunung larang kecamatan salem kabupaten brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak waduk malahayu di kab brebes mohon di keruk sedimentasinya sudah parah klo musim hujan cepat penuh sedangkan kl kenrau cepat habis waduk ini mengairi kecamatan pak,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamu alaikum pak ganjar nuwun sewu saya berharap pemutihan denda pajak bermotor tahun ini ada lagi cz ditengah ekonomi yg sedang susah ini saya brniat membayar pajak kendaraan bermotor saya yang sudah off pajak berapa tahun mohon pak ganjar menindak lanjuti permohonan saya matursuwun ,Selesai,badan pengelola pendapatan daerah
jalan berlubang di sekitaran jalan bumiayu purwokerto mohon dibantu ke dinas terkait mengenai banyak nya jalan berlubang di sekitaran jalan bumiayu menuju purwokerto sudah hampir bulan ini belum ada tindakan apapun sudah ada beberapa korban tergelincir akibat jalan berlubang tersebut mohon untuk dibantu menyampaikan ke dinas terkait terima kasih ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum pak gubernur semoga sehat selalu kami berharap kepada bapak agar ada perhatian khusus dengan adanya bendungan notog yang rusak akibat kena banjir ribuan hektar sawah akhirnya tidak bisa ditanami padi mohon segera dibangun kembali terima kasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamu alaikum pak gubernur semoga sehat selalu terima kasih kepada bapak gubernur tim psda proinsi psda pemli comal dinas penagiran kabupaten brebes uptd pengairan brebes yang bertuagas di bumiayu dan tim kecamatan yang sudah hadir pada sore ini utk surfai bendung notog semoga terealisasi,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
semoga berlanjut pembangunan tebing sungai pemali rt desa kalilangkap,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar tolong di sidak samsat tanjung brebes layanan lama pegawai santai malah ngerokok ngopi sedangkan antrian pegitu banyak orang kami mau bayar pajak aja di persulit klo ga bayar malah bermasalah tolong tingkatkan pelayanan pajak di samsat tanjung brebes bila perlu bapak liat sendiri antirian panjang penggambilan plat nomor polisi masa tempat pelayanan di campur dengan barang rongsokan bekas ban mobil kaca spanduk besi sangat kumuh dan kotor,Selesai,badan pengelola pendapatan daerah
ass pak gub jln prov jurusan bandungsari ke salem khus blok kamancing dari dulu robah terus tiap thn dibagun urk itu kami mhn dibgn permanen wasalam angrosul bandungsari rt ,Selesai,dinas pekerjaan umum bina marga cipta karya
akibat jalan rusak parah d ruas jalur alternatis pejagan brebes purwokerto tepat nya d ruas jalur desa songgom dan larangan sering terjadi kecelakaan dan memakan korban jiwa serta banyak kendaraan besar mengalami per patah yg mengakibtkn kmacetan ,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon segera untuk penangan jalan alternatif pejagan brebes purwokerto di jalur songgom larangan karna jalan sangat memprihatinkan medan jalan miring berlubang yg bisa menimbul kan kecelakaan n kemacetan,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum pak gubernur jateng kami harap bantuan bronjong dan talud agar pemukiman warga aman dr banjir yang berlokasi di tepi sungai keruh rt rw desa kalisumur kec bumiayu kab brebes ada respon cepat terima kasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum wr wb apa kabar pak ganjar oh iya pak ganjar saya mau melaporkan bahwa talud jembatan rusak parah hampir memutus jembatan tersebut lokasi di sungai erang bumiayu samping masjid al istiqomah kalierang pesantren jembatan itu khusus untuk pejalan kaki jadi sangat berbahaya sekali jika sedang terjadi banjir takut ada korban jiwa mohon segera di perbaiki dengan alat berat excavator soalnya supaya kuat dan bertahan lama taludnya terima kasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamau alaikum pak gubernur mohon izin lapor jalan propinsi bumiayu salem kilometer tepatnya di desa laren setiap hujan air dijalan selalu masuk rumah warga akibat tidak ada saluran air yang memadai mohon ada perhatian dari dinas terkait,Selesai,dinas pekerjaan umum bina marga cipta karya
asalammualaikum pak ganjar saya mau melaporka kalau jalan propinsi yang ada didaerah saya rusak parah tadinya baru ditambal cor tapi tambah rusak sebulan yg lalu sudah ada korban meninggal semalam kuga ada lagi yg jatuh tapi nggak terlalu parah mohon segera ditindaklanjuti pak sebelum bertambah lagi korbannya terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
